name,description_text,image_url,type,rarity,habitat,climate,season,properties,effects,preparation,parts_used,harvest_difficulty,market_value,toxicity_level,antidote,magical_uses,growth_time,cultivable,warnings,lore,id,created_date,updated_date,created_by_id,created_by,is_sample,world_id
Arbre-Oracle du Crépuscule,Un arbre ancien dont les feuilles bruissent des secrets du futur. Méditer sous ses branches permet d'entrevoir des visions prophétiques.,,Ingrédient magique,Légendaire,"Bosquets sacrés, sites de prophéties, nexus de destinée",Tempéré,Toute l'année,,,Les feuilles doivent être infusées dans du thé et bues pendant la méditation sous l'arbre,,Très difficile,500,Non toxique,,Les devins et oracles font des pèlerinages pour consulter ces arbres. Leurs feuilles sont les plus précieuses pour la divination.,"Existe depuis des millénaires, probablement planté par des dieux",FALSE,Certaines visions peuvent être troublantes ou cryptiques. Ne pas abuser de la divination sous peine de perdre son libre arbitre.,Seuls cinq de ces arbres existent. Chacun est gardé par un ordre de moines-devins qui interprètent les visions pour les pèlerins.,68e224c50232d9d11813ef25,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Herbe-Lame d'Acier,Une herbe aux brins métalliques tranchants comme des rasoirs. Elle pousse sur les anciens champs de bataille et ses racines absorbent le métal des armes tombées.,,Plante ornementale,Peu commune,"Anciens champs de bataille, terres martiales, cimetières de guerre",Tempéré,Toute l'année,,,"Les brins doivent être broyés et mélangés avec de l'huile, puis appliqués sur la peau",,Difficile,35,Non toxique,,Utilisée pour créer des onguents de protection. Les forgerons l'ajoutent parfois dans leurs alliages.,Pousse sur les sites de batailles après quelques années,FALSE,Extrêmement coupante. Porter des gants épais lors de la récolte. Marcher pieds nus dans un champ de cette herbe peut être mortel.,Les moines guerriers recherchent cette herbe pour renforcer leur corps. On dit qu'un champ entier pousse sur le site de la Grande Bataille des Cent Lames.,68e224c50232d9d11813ef26,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fruit du Voyageur Dimensionnel,Un fruit étrange aux reflets irisés qui existe simultanément dans plusieurs plans. Le manger provoque des sensations de déplacement spatial.,,Comestible,Rare,"Frontières planaires, bosquets dimensionnels, jardins d'archimages",Tous climats,Fleurit lors des conjonctions planaires,,,Doit être mangé frais. Perd ses propriétés magiques 1 heure après la cueillette,,Très difficile,120,Non toxique,,Ingrédient pour potions de téléportation et sorts de passage dimensionnel,Apparaît uniquement lors des alignements planaires,FALSE,Manger trop de ces fruits peut causer une désorientation spatiale sévère. Certains ont rapporté s'être 'perdus' pendant des heures même en restant immobiles.,Les érudits théorisent que ces fruits poussent dans tous les plans simultanément. Les cueillir dans un plan les fait disparaître de tous les autres.,68e224c50232d9d11813ef27,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Mémoire-Volée,"Un champignon gris pâle qui s'attache aux souvenirs. Le consommer permet de revivre des mémoires oubliées, mais peut aussi en effacer d'autres.",,Champignon,Rare,"Anciens sites de batailles mentales, ruines d'illithid, bibliothèques maudites",Tous climats,Toute l'année,,,Doit être préparé avec précaution et mangé lentement pour minimiser les effets secondaires,,Moyen,75,Modérément toxique,Sort de restauration supérieure pour récupérer les mémoires perdues,Utilisé dans les rituels de divination du passé et pour retrouver des connaissances perdues,Pousse sur les sites où de grandes quantités de connaissances ont été perdues,FALSE,UTILISER AVEC EXTRÊME PRUDENCE. Les souvenirs perdus peuvent être n'importe lesquels. Certains ont oublié leurs propres noms.,"Les illithid cultivaient ces champignons pour torturer leurs esclaves. Aujourd'hui, quelques sages courageux les utilisent pour retrouver des savoirs anciens.",68e224c50232d9d11813ef28,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Jonc Siffleur des Marais,Un roseau creux qui siffle mélodieusement sous l'effet du vent ou de la respiration. Les créatures des marais l'utilisent pour communiquer.,,Aromate,Commune,"Marécages, rivages de lacs, zones humides",Tempéré,Printemps et été,,,Peut être utilisé directement comme flûte ou séché pour conservation,,Très facile,10,Non toxique,,Utilisé par les druides et rôdeurs pour créer des instruments de communication naturelle,Une saison complète,TRUE,Souffler trop fort peut attirer des créatures hostiles des marais,Les tribus des marais utilisent ces joncs pour envoyer des signaux complexes à travers les terres humides. Chaque tribu a son propre code musical.,68e224c50232d9d11813ef29,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Coquelicot du Sommeil Éternel,Un coquelicot noir aux pétales d'un rouge profond. Son pollen induit un sommeil si profond qu'il peut sembler être la mort elle-même.,,Poison,Rare,"Cimetières anciens, sites de massacres, champs de repos éternels",Tempéré,Automne,,,Le pollen doit être récolté avec un masque. Peut être dilué pour créer des somnifères médicaux ou concentré pour des doses mortelles.,,Très difficile,95,Mortel,Sort de restauration supérieure obligatoire pour réveiller la victime,Utilisé par les guérisseurs pour les chirurgies majeures. Les assassins l'utilisent pour simuler la mort.,Pousse sur les tombes des personnes mortes de chagrin,FALSE,EXTRÊMEMENT DANGEREUX. Porter un masque et des gants est OBLIGATOIRE. Inhaler même une petite quantité peut être fatal.,"Dans certaines cultures, on place ces fleurs sur les tombes pour 'aider les morts à trouver le repos'. Les voleurs de tombes les craignent terriblement.",68e224c50232d9d11813ef2a,2025-10-05T07:56:53.673000,2025-10-05T07:56:53.673000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Lotus de Rêves Profonds,Une fleur aquatique aux pétales violets et or qui flotte sur les eaux calmes. Son parfum induit un sommeil rempli de visions prophétiques.,,Plante médicinale,Rare,"Lacs sacrés, étangs mystiques, sources enchantées",Tempéré,Été,,,Les pétales doivent être placés sous l'oreiller ou infusés dans un thé bu avant de dormir,,Moyen,80,Non toxique,,Utilisée par les devins et oracles pour amplifier leurs visions. Ingrédient clé des potions de clairvoyance.,Fleurit une fois par cycle lunaire,TRUE,Une utilisation excessive peut rendre le dormeur dépendant et incapable de dormir naturellement,Les moines du Monastère des Mille Rêves méditent sur ces fleurs pour atteindre l'illumination. On dit que Morphée lui-même les a créées.,68e223fa910bd5e9eab590f0,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Épine de Sang-Maudit,Un buisson épineux noir aux baies rouge sang. Ses épines sécrètent un venin qui empêche la guérison magique.,,Poison,Peu commune,"Terres maudites, sites de rituels nécromantiques, cimetières profanés",Tous climats,Toute l'année,,,Les épines peuvent être utilisées directement ou leur venin extrait et concentré,,Difficile,55,Très toxique,Sort de restauration supérieure ou antitoxine bénie par un clerc,Utilisée par les nécromanciens et assassins. Peut être transformée en poison de blessure ou d'arme enduite.,Pousse sur les sites maudits en 1 mois,TRUE,Porter des gants épais lors de la récolte. Les blessures ne doivent jamais être ignorées.,Certains cultistes de Cyric plantent ces buissons autour de leurs sanctuaires pour empêcher la guérison de leurs ennemis.,68e223fa910bd5e9eab590f1,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Télépathique de Myconide,Un champignon bioluminescent bleu pâle utilisé par les myconides pour communiquer. Il crée un lien télépathique temporaire entre ceux qui le consomment.,,Champignon,Peu commune,"Colonies de myconides, grottes humides, forêts souterraines",Tous climats,Toute l'année,,,Peut être mangé cru ou séché en poudre à inhaler,,Moyen,35,Non toxique,,Utilisé par les espions pour coordonner silencieusement leurs actions. Les aventuriers l'utilisent dans les donjons dangereux.,Cultivé par les myconides en 2 semaines,TRUE,Le lien télépathique transmet aussi la douleur et la peur. Peut être perturbant pour les non-initiés.,Les myconides considèrent ces champignons comme sacrés et n'aiment pas que d'autres espèces les utilisent sans permission.,68e223fa910bd5e9eab590f2,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Lierre Pétrificateur,Un lierre gris pierre qui transforme lentement tout ce qu'il touche en pierre. Ses feuilles ont la texture du granit poli.,,Poison,Rare,"Ruines de basilics, grottes de gorgones, anciennes carrières",Tous climats,Toute l'année,,,Doit être manipulé avec des outils et jamais à mains nues. Peut être broyé en poudre pour poison de contact.,,Très difficile,110,Mortel,Sort de restauration supérieure lancé dans l'heure suivant le contact,Utilisé dans la création de potions de pétrification et de sorts de transmutation pierre. Certains alchimistes l'utilisent pour créer des statues.,Apparaît naturellement près des créatures pétrifiantes après 5 ans,FALSE,EXTRÊMEMENT DANGEREUX. Ne toucher sous AUCUN prétexte sans protection magique. Plusieurs aventuriers sont devenus des statues en essayant de récolter cette plante.,"On raconte qu'un jardin entier de ce lierre entoure le repaire d'une gorgone ancienne, créant un labyrinthe de statues pétrifiées.",68e223fa910bd5e9eab590f3,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Orchidée Spectrale,Une fleur translucide qui semble exister à moitié dans le Plan Éthéré. Elle devient complètement invisible à la lumière directe du soleil.,,Ingrédient magique,Très rare,"Lieux hantés, frontières planaires, sites de manifestations spectrales",Tous climats,Nuits sans lune,,,Doit être cueillie dans l'obscurité totale et conservée dans une boîte plombée,,Très difficile,180,Non toxique,,Ingrédient essentiel pour les sorts de passage planaire et d'intangibilité. Utilisée dans la création d'huiles d'éthéréité.,Apparaît spontanément aux lieux de passage entre plans,FALSE,Observer trop longtemps peut causer une dissociation planaire temporaire. Certains collecteurs se sont perdus dans le Plan Éthéré.,Les médiums utilisent ces fleurs dans leurs séances. On dit que leur parfum attire les esprits bienveillants.,68e223fa910bd5e9eab590f4,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Cactus-Tonnerre du Désert,Un cactus massif couvert d'épines dorées qui crépite d'électricité statique. Des arcs électriques sautent entre ses épines lors des orages.,,Ingrédient magique,Peu commune,"Déserts arides, mesas, plaines foudroyées",Aride,Toute l'année,,,La pulpe doit être pressée et mélangée avec du sable de désert foudroyé,,Difficile,50,Non toxique,,Ingrédient pour potions de résistance à la foudre et armes électriques. Les épines peuvent servir de composantes pour sorts de foudre.,"10 ans, doit être frappé par la foudre au moins une fois",FALSE,Toucher le cactus sans protection peut causer 2d6 dégâts de foudre. Dangereux à récolter pendant les orages.,Les tribus du désert appellent ces cactus 'les gardiens du tonnerre' et croient qu'ils protègent le désert des tempêtes destructrices.,68e223fa910bd5e9eab590f5,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Algue Abyssale Bioluminescente,Une algue des profondeurs marines qui émet une lumière hypnotique changeante. Elle pousse uniquement dans les fosses océaniques les plus profondes.,,Algue,Rare,"Abysses océaniques, grottes sous-marines, ruines englouties",Tous climats,Toute l'année,,,Doit être conservée dans de l'eau salée et mangée fraîche,,Très difficile,90,Non toxique,,Ingrédient principal des potions de respiration aquatique. Utilisée dans les rituels d'invocation de créatures marines.,Croît dans les abysses sur plusieurs années,FALSE,"Doit être récoltée dans les profondeurs, ce qui nécessite magie ou équipement spécial. Exposée à l'air, elle perd ses propriétés en 1 heure.",Les tritons considèrent ces algues comme un trésor. Les explorateurs des profondeurs en gardent toujours sur eux en cas d'urgence.,68e223fa910bd5e9eab590f6,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Saule-Temps Argenté,Un petit saule dont les feuilles tournent dans le sens inverse du temps. Rester trop près peut causer des distorsions temporelles mineures.,,Plante médicinale,Légendaire,"Nexus temporels, sites d'anomalies magiques, ruines de chronomanciens",Tempéré,Existe hors du temps normal,,,Les feuilles doivent être récoltées à minuit pile et infusées dans du sablier liquide,,Très difficile,400,Non toxique,,L'ingrédient le plus rare pour les sorts de manipulation temporelle. Les chronomanciens tueraient pour un échantillon.,"Existe dans une boucle temporelle, son âge est indéterminable",FALSE,S'approcher peut causer des maux de tête et des sensations de déjà-vu. Une exposition prolongée peut causer un vieillissement accéléré ou inversé imprévisible.,Seuls trois de ces arbres sont connus pour exister. L'un d'eux serait dans le jardin privé d'un archimage du Conseil des Mages.,68e223fa910bd5e9eab590f7,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fougère Ombreuse,Une fougère noire qui absorbe la lumière autour d'elle. Les druides l'utilisent pour se cacher dans les forêts même en plein jour.,,Plante médicinale,Commune,"Sous-bois denses, forêts anciennes, marécages sombres",Tempéré,Toute l'année,,,"Doit être écrasée et mélangée avec de l'huile, puis appliquée sur la peau",,Facile,15,Non toxique,,Utilisée par les rôdeurs et roublards pour créer des onguents de camouflage. Ingrédient mineur dans les potions d'invisibilité.,3 mois dans l'obscurité,TRUE,L'utilisation excessive peut rendre les yeux sensibles à la lumière vive,Les assassins de la Guilde des Ombres portent toujours un sachet de fougères ombreuses séchées.,68e223fa910bd5e9eab590f8,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Trèfle Porte-Bonheur Doré,Un trèfle rare à quatre feuilles qui brille d'une légère lueur dorée. Trouver l'un de ces trèfles est considéré comme un signe de fortune imminente.,,Plante ornementale,Très rare,"Prairies bénies, sanctuaires de Tymora, sites de miracles",Tempéré,Printemps,,,"Doit être porté sur soi, non consommé. Se fane après 24 heures ou après utilisation",,Très difficile,125,Non toxique,,Utilisé dans les rituels de chance et de divination. Les joueurs le portent durant les parties importantes.,"Apparaît aléatoirement, impossible à prédire",FALSE,La chance qu'il procure est réelle mais temporaire. Ne pas devenir dépendant.,Les prêtres de Tymora offrent ces trèfles aux fidèles méritants. Certains aventuriers ont bâti leur légende après avoir trouvé l'un de ces trèfles.,68e223fa910bd5e9eab590f9,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Spore-Furieuse,"Un champignon rouge agressif qui explose en un nuage de spores lorsqu'il est dérangé, provoquant une rage incontrôlable chez ceux qui les inhalent.",,Champignon,Peu commune,"Grottes sombres, forêts corrompues, anciennes fosses de gladiateurs",Tous climats,Toute l'année,,,Les spores peuvent être récoltées et conservées dans des conteneurs hermétiques pour être utilisées comme armes,,Difficile,40,Modérément toxique,Sort de restauration mineure ou attendre la fin de l'effet,Utilisé comme arme par certains groupes de barbares. Peut être transformé en grenade de spores.,2 semaines dans des conditions violentes,TRUE,Approcher avec précaution. Un faux mouvement peut déclencher l'explosion. Les barbares sont naturellement immunisés aux effets négatifs.,Certaines tribus barbares cultivent intentionnellement ces champignons et les utilisent dans leurs rituels d'initiation guerrière.,68e223fa910bd5e9eab590fa,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Arbre-Portail Ancien,Un arbre massif et creux dont le tronc sert de passage vers d'autres plans d'existence. Son écorce est gravée de runes planaires anciennes.,,Ingrédient magique,Légendaire,"Nexus planaires, forêts féeriques, sites de pouvoir immense",Tous climats,Toute l'année,,,"Seul un petit éclat d'écorce est nécessaire, qui doit être gravé avec des runes spécifiques",,Très difficile,600,Non toxique,,L'ingrédient ultime pour créer des portails permanents et des cercles de téléportation. Les archimages se battent pour en posséder.,"Existe depuis des éons, probablement aussi vieux que les plans eux-mêmes",FALSE,L'arbre lui-même est souvent gardé par des créatures planaires puissantes. Prélever trop d'écorce peut déstabiliser le portail et causer des anomalies planaires catastrophiques.,"On raconte que seulement sept de ces arbres existent dans tout le multivers, chacun gardant un secret ancien sur la nature de la réalité elle-même.",68e223fa910bd5e9eab590fb,2025-10-05T07:53:30.929000,2025-10-05T07:53:30.929000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fleur de Lunesang,Cette fleur argentée ne s'épanouit que sous la pleine lune. Ses pétales brillent d'une lueur douce et laiteuse. On dit qu'elle pousse sur les sites où des créatures célestes sont tombées au combat.,,Plante médicinale,Rare,"Clairières sacrées, sites de batailles anciennes",Tempéré,Nuits de pleine lune uniquement,,,Les pétales doivent être cueillis à minuit et infusés dans de l'eau bénite pendant 1 heure,,Difficile,75,Non toxique,,Utilisée dans les rituels de purification et la création de potions de restauration supérieure,Un cycle lunaire complet,FALSE,,Les elfes considèrent cette fleur comme un cadeau de Séluné elle-même. Les paladins en portent souvent une lors de quêtes importantes.,68e2231aa65817112dcd6504,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Racine d'Ombreterre,"Une racine noueuse et noire qui croît dans les profondeurs souterraines. Elle absorbe toute lumière autour d'elle, créant une aura d'obscurité inquiétante.",,Poison,Peu commune,"Cavernes profondes, Underdark",Tous climats,Toute l'année,,,Doit être écrasée et mélangée avec de la cendre de créature morte-vivante,,Moyen,45,Très toxique,Potion de restauration inférieure ou sort de restauration mineure,Ingrédient pour les sorts d'obscurité et d'invisibilité. Utilisée par les assassins de la guilde des ombres.,6 mois dans l'obscurité totale,TRUE,Ne jamais toucher à mains nues. La simple exposition prolongée peut causer des hallucinations.,,68e2231aa65817112dcd6505,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Luminescent de Faérie,Ces champignons multicolores émettent une douce lumière arc-en-ciel. Ils poussent en cercles parfaits dans les forêts enchantées et sont prisés par les fées.,,Champignon,Peu commune,"Cercles de fées, forêts féeriques",Tempéré,Printemps et automne,,,"Peut être mangé cru ou séché. Séché, ses effets sont plus puissants mais durent deux fois moins longtemps",,Facile,25,Non toxique,,Les spores peuvent être utilisées pour créer des potions de détection de magie et des poudres d'illusion,3 nuits après une danse de fées,FALSE,Récolter ces champignons sans permission peut attirer la colère des fées,Les bardes racontent que ces champignons naissent des rires de fées. Manger trop de ces champignons peut vous faire danser involontairement pendant des heures.,68e2231aa65817112dcd6506,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Arbre de Fer Vivant,Un arbre massif dont l'écorce est aussi dure que l'acier. Ses feuilles tintent comme des cloches métalliques au vent. Il peut vivre des millénaires.,,Plante médicinale,Très rare,"Anciennes forêts, sites de batailles légendaires",Tous climats,Toute l'année,,,L'écorce doit être bouillie pendant 24 heures dans un chaudron en adamantium,,Très difficile,200,Non toxique,,L'écorce est utilisée pour forger des armures magiques. La sève peut être utilisée pour réparer des objets métalliques magiques.,100 ans,FALSE,L'arbre est souvent gardé par des dryades d'acier ou des golems. Ne jamais tenter de le couper entièrement.,"Selon la légende, ces arbres poussent là où des héros sont tombés en défendant les innocents. Leurs racines puisent la force de ces sacrifices.",68e2231aa65817112dcd6507,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Liane Stranguleuse,Une plante carnivore vicieuse avec des vrilles épineuses qui se déplacent comme des serpents. Elle attaque tout ce qui s'approche trop près.,,Plante carnivore,Commune,"Marécages, jungles, ruines envahies",Tropical,Toute l'année,,,Les épines peuvent être récoltées et utilisées comme poison de contact,,Difficile,15,Modérément toxique,Antitoxine ou sort de restauration mineure,Utilisée pour créer des pièges vivants et des défenses naturelles,2 mois,TRUE,Approcher avec une arme tranchante. Les druides peuvent communiquer avec la plante pour passer en sécurité.,,68e2231aa65817112dcd6508,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Rose de Flamme Éternelle,Une rose écarlate dont les pétales scintillent comme des braises. Elle ne se fane jamais et dégage une chaleur constante sans brûler.,,Plante ornementale,Rare,"Plans élémentaires du Feu, volcans actifs, forges de mages",Aride,Toute l'année,,,Les pétales peuvent être consommés frais ou séchés pour en faire de la poudre,,Très difficile,120,Non toxique,,Ingrédient essentiel pour les potions de résistance au feu et les rituels d'invocation élémentaire,Pousse instantanément dans les cendres d'un phénix,FALSE,"Bien qu'elle ne brûle pas au toucher, garder trop de ces roses dans un espace confiné peut rendre l'air irrespirable",Les genasi du feu offrent ces roses à leurs bien-aimés. Une rose qui se fane signifie que l'amour est perdu.,68e2231aa65817112dcd6509,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Mousse de Mémoire,Une mousse argentée et douce qui pousse sur les pierres anciennes. Elle absorbe et stocke les souvenirs des lieux où elle croît.,,Mousse,Peu commune,"Ruines anciennes, bibliothèques oubliées, sites historiques",Tous climats,Toute l'année,,,Doit être infusée dans du thé chaud pendant exactement 7 minutes,,Facile,40,Non toxique,,Utilisée par les sages et les chroniqueurs pour retracer l'histoire. Ingrédient clé des sorts de divination historique.,10 ans d'histoire accumulée,FALSE,Certains souvenirs absorbés peuvent être traumatisants. Les sages recommandent de commencer par de petites doses.,Les bibliothécaires elfs cultivent parfois cette mousse dans des salles spéciales pour préserver l'histoire de manière vivante.,68e2231aa65817112dcd650a,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Herbe-Vent Dansante,"De fines herbes bleu pâle qui ondulent même en l'absence de vent. Leurs graines flottent à des kilomètres, portées par des courants magiques invisibles.",,Plante médicinale,Commune,"Plaines venteuses, sommets de montagnes, îles flottantes",Tous climats,Printemps et été,,,"Sécher les herbes et les fumer, ou les infuser dans de l'eau de source",,Très facile,10,Non toxique,,Ingrédient pour potions de lévitation et sorts de vol. Les graines peuvent servir de composante pour des sorts d'air.,2 semaines,TRUE,Fumer trop d'herbe-vent peut donner le mal de l'air et des vertiges,Les moines de certains monastères en haute montagne méditent en fumant cette herbe pour se sentir plus proches des cieux.,68e2231aa65817112dcd650b,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Écho-Noir,"Un champignon noir profond couvert de spores blanches. Quand on le touche, il répète le dernier son prononcé à proximité. On le trouve dans les grottes les plus silencieuses.",,Champignon,Rare,"Grottes silencieuses, cryptes, bibliothèques abandonnées",Tous climats,Toute l'année,,,Doit être séché dans un silence total pendant 7 jours,,Moyen,65,Non toxique,,"Utilisé par les espions, assassins et bibliothécaires. Ingrédient pour sorts de silence et d'espionnage acoustique.",Apparaît spontanément dans les lieux où aucun son n'a été produit pendant 1 an,FALSE,Parler près de ces champignons peut trahir votre présence plus tard. Certains types sont utilisés comme alarmes silencieuses.,Les moines du Cercle du Silence méditent en cercle autour de ces champignons. On dit qu'ils peuvent entendre les secrets du multivers dans leur silence.,68e2231aa65817112dcd650c,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Vigne de Sang de Dragon,Une vigne épaisse aux feuilles rouge sang qui sécrète une sève cramoisie et chaude. Elle ne pousse que là où le sang de dragon a été versé.,,Ingrédient magique,Légendaire,"Sites où des dragons ont péri, anciennes aires de dragons",Tous climats,Toute l'année,,,La sève doit être extraite au lever du soleil et mélangée avec du miel de wyverne,,Très difficile,500,Non toxique,,Ingrédient le plus prisé pour les potions de force de géant et de résistance draconique. Essentiel dans la création d'armes +3.,Croît sur 10 ans après la mort d'un dragon,FALSE,Le site peut encore être hanté par l'esprit du dragon ou gardé par ses descendants. La récolte non autorisée est considérée comme une grave offense par tous les dragons.,Les chevaliers-dragons portent souvent un flacon de cette sève comme symbole de leur lien avec les dragons. Une seule goutte peut transformer un homme ordinaire en guerrier pendant quelques instants.,68e2231aa65817112dcd650d,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Fleur de Glace Éternelle,Une fleur cristalline d'un blanc pur qui ne fond jamais. Elle est toujours froide au toucher et laisse une fine couche de givre là où elle pousse.,,Plante ornementale,Rare,"Toundras glacées, sommets enneigés, Plan Élémentaire de l'Eau",Polaire,Hiver uniquement,,,Doit être conservée dans un récipient gelé et pulvérisée avec un mortier de glace,,Difficile,95,Non toxique,,Utilisée dans la création de potions de résistance au froid et d'armes glaciales. Les pétales peuvent préserver des aliments indéfiniment.,100 ans dans le gel éternel,FALSE,Tenir trop longtemps peut causer des engelures. Ne jamais manger les pétales crus sous peine de gel interne.,Les géants du givre considèrent ces fleurs comme sacrées. Certains mages du froid les utilisent comme focus pour leurs sorts les plus puissants.,68e2231aa65817112dcd650e,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Arbre-Esprit Pleureur,Un saule argenté dont les branches touchent le sol. Des visages fantomatiques apparaissent parfois dans son écorce. Il pousse sur les sites où de grandes tragédies ont eu lieu.,,Plante médicinale,Très rare,"Champs de bataille anciens, cimetières, sites de massacres",Tempéré,Toute l'année,,,L'écorce doit être récoltée au crépuscule et bouillie dans de l'eau de source sacrée,,Difficile,150,Non toxique,,Utilisée dans les rituels de nécromancie bénéfique et les cérémonies de mise au repos des esprits. Ingrédient pour sorts de protection contre les morts-vivants.,Pousse spontanément 10 ans après une grande tragédie,FALSE,S'approcher de l'arbre peut causer des visions traumatisantes des événements qui ont eu lieu sur le site. Certains arbres sont hantés de manière agressive.,Les prêtres considèrent ces arbres comme des monuments naturels. Dormir sous ses branches permet de rêver des derniers moments des défunts et parfois de recevoir leurs messages.,68e2231aa65817112dcd650f,2025-10-05T07:49:46.079000,2025-10-05T07:49:46.079000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Basilic commun,Plante aromatique aux feuilles vertes brillantes et au parfum caractéristique. Largement utilisée en cuisine et en médecine traditionnelle.,,Aromate,Commune,"Jardins, zones ensoleillées",Tempéré,Printemps à automne,,,"Peut être consommé frais, séché, ou infusé. Excellent dans les plats cuisinés.",,Très facile,1,Non toxique,,,2 mois,TRUE,,Considéré comme une herbe sacrée dans plusieurs cultures.,68e158cd71a4fcc432f086c7,2025-10-04T17:26:37.460000,2025-10-04T17:26:37.460000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
Champignon Lumineux,Ce champignon bioluminescent émet une douce lueur bleue-verte dans l'obscurité. Il pousse dans les grottes humides et les forêts profondes.,,Champignon,Peu commune,"Grottes, forêts sombres",Tempéré,Toute l'année,,,Peut être consommé cru ou séché. La luminescence persiste pendant quelques heures.,,Facile,5,Non toxique,,"Source de lumière naturelle, ingrédient pour potions de vision",3 semaines,TRUE,,Les explorateurs de donjons en transportent toujours quelques-uns.,68e158cd71a4fcc432f086c9,2025-10-04T17:26:37.460000,2025-10-04T17:26:37.460000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE,
